dteday,hr,cnt,temp,weathersit
2012-08-29,13,300,0.74,1
2012-08-29,14,301,0.76,1
2012-08-29,15,338,0.76,1
2012-08-29,16,493,0.76,1
2012-08-29,17,870,0.78,1
2012-08-29,18,812,0.74,1
2012-08-29,19,643,0.7,1
2012-08-29,20,427,0.68,1
2012-08-29,21,313,0.66,1
2012-08-29,22,235,0.66,1
2012-08-29,23,157,0.66,1
2012-08-30,0,65,0.64,1
2012-08-30,1,23,0.64,1
2012-08-30,2,17,0.62,1
2012-08-30,3,5,0.62,1
2012-08-30,4,8,0.62,1
2012-08-30,5,35,0.62,1
2012-08-30,6,163,0.6,1
2012-08-30,7,532,0.64,1
2012-08-30,8,754,0.66,1
2012-08-30,9,396,0.7,1
2012-08-30,10,234,0.72,1
2012-08-30,11,276,0.76,1
2012-08-30,12,294,0.76,1
2012-08-30,13,290,0.76,1
2012-08-30,14,273,0.76,1
2012-08-30,15,338,0.8,1
2012-08-30,16,482,0.8,1
2012-08-30,17,844,0.82,1
2012-08-30,18,853,0.8,1
2012-08-30,19,610,0.76,1
2012-08-30,20,471,0.74,1
2012-08-30,21,307,0.72,1
2012-08-30,22,291,0.7,1
2012-08-30,23,152,0.7,1
2012-08-31,0,82,0.68,1
2012-08-31,1,32,0.68,1
2012-08-31,2,20,0.66,1
2012-08-31,3,5,0.66,1
2012-08-31,4,7,0.64,1
2012-08-31,5,29,0.64,1
2012-08-31,6,108,0.64,2
2012-08-31,7,421,0.64,2
2012-08-31,8,690,0.7,2
2012-08-31,9,398,0.74,1
2012-08-31,10,256,0.76,1
2012-08-31,11,309,0.86,1
2012-08-31,12,410,0.86,1
2012-08-31,13,368,0.88,1
2012-08-31,14,436,0.9,1
2012-08-31,15,526,0.9,1
2012-08-31,16,528,0.9,1
2012-08-31,17,617,0.88,1
2012-08-31,18,546,0.86,1
2012-08-31,19,452,0.8,1
2012-08-31,20,356,0.8,1
2012-08-31,21,303,0.76,1
2012-08-31,22,277,0.76,1
2012-08-31,23,174,0.74,1
2012-09-01,0,168,0.74,1
2012-09-01,1,79,0.72,1
2012-09-01,2,69,0.7,1
2012-09-01,3,35,0.7,1
2012-09-01,4,12,0.7,1
2012-09-01,5,22,0.68,1
2012-09-01,6,36,0.68,1
2012-09-01,7,66,0.74,2
2012-09-01,8,162,0.76,2
2012-09-01,9,237,0.76,2
2012-09-01,10,417,0.78,2
2012-09-01,11,492,0.8,2
2012-09-01,12,471,0.8,2
2012-09-01,13,504,0.82,2
2012-09-01,14,514,0.86,2
2012-09-01,15,563,0.86,2
2012-09-01,16,462,0.84,2
2012-09-01,17,463,0.82,2
2012-09-01,18,442,0.82,2
2012-09-01,19,392,0.78,3
2012-09-01,20,207,0.76,3
2012-09-01,21,104,0.64,3
2012-09-01,22,78,0.66,2
2012-09-01,23,145,0.66,1
2012-09-02,0,99,0.66,2
2012-09-02,1,73,0.66,1
2012-09-02,2,84,0.66,1
2012-09-02,3,42,0.66,1
2012-09-02,4,22,0.66,1
2012-09-02,5,12,0.66,1
2012-09-02,6,15,0.66,2
2012-09-02,7,42,0.66,1
2012-09-02,8,129,0.68,1
2012-09-02,9,232,0.7,2
2012-09-02,10,388,0.72,2
2012-09-02,11,489,0.74,2
2012-09-02,12,545,0.74,3
2012-09-02,13,493,0.72,3
2012-09-02,14,457,0.72,3
2012-09-02,15,355,0.74,3
2012-09-02,16,474,0.74,1
2012-09-02,17,503,0.76,1
2012-09-02,18,500,0.74,1
2012-09-02,19,292,0.7,2
2012-09-02,20,104,0.7,2
2012-09-02,21,171,0.7,1
2012-09-02,22,166,0.68,3
2012-09-02,23,123,0.66,3
2012-09-03,0,104,0.66,2
2012-09-03,1,55,0.68,2
2012-09-03,2,40,0.66,1
2012-09-03,3,28,0.66,1
2012-09-03,4,11,0.66,1
2012-09-03,5,4,0.66,1
2012-09-03,6,15,0.66,1
2012-09-03,7,43,0.68,1
2012-09-03,8,127,0.7,2
2012-09-03,9,229,0.7,2
2012-09-03,10,359,0.74,2
2012-09-03,11,459,0.74,2
2012-09-03,12,543,0.76,2
2012-09-03,13,566,0.76,2
2012-09-03,14,512,0.74,1
2012-09-03,15,449,0.74,1
2012-09-03,16,500,0.74,1
2012-09-03,17,498,0.74,1
2012-09-03,18,482,0.74,1
2012-09-03,19,374,0.72,1
2012-09-03,20,261,0.72,1
2012-09-03,21,184,0.72,1
2012-09-03,22,121,0.7,2
2012-09-03,23,70,0.7,2
2012-09-04,0,29,0.7,2
2012-09-04,1,24,0.68,1
2012-09-04,2,5,0.68,1
2012-09-04,3,10,0.66,2
2012-09-04,4,8,0.66,2
2012-09-04,5,38,0.66,2
2012-09-04,6,172,0.68,2
2012-09-04,7,493,0.68,2
2012-09-04,8,632,0.7,1
2012-09-04,9,323,0.72,2
2012-09-04,10,172,0.72,2
2012-09-04,11,198,0.74,2
2012-09-04,12,287,0.76,1
2012-09-04,13,275,0.8,1
2012-09-04,14,274,0.8,1
2012-09-04,15,292,0.8,1
2012-09-04,16,458,0.76,1
2012-09-04,17,856,0.76,1
2012-09-04,18,839,0.76,1
2012-09-04,19,552,0.76,1
2012-09-04,20,385,0.74,1
2012-09-04,21,268,0.74,1
2012-09-04,22,179,0.74,1
2012-09-04,23,95,0.72,1
2012-09-05,0,37,0.72,1
2012-09-05,1,13,0.7,1
2012-09-05,2,9,0.7,1
2012-09-05,3,4,0.7,1
2012-09-05,4,5,0.7,1
2012-09-05,5,40,0.7,2
2012-09-05,6,210,0.7,1
2012-09-05,7,500,0.7,2
2012-09-05,8,725,0.72,1
2012-09-05,9,290,0.74,1
2012-09-05,10,235,0.76,2
2012-09-05,11,217,0.78,2
2012-09-05,12,266,0.78,1
2012-09-05,13,234,0.8,1
2012-09-05,14,211,0.82,1
2012-09-05,15,245,0.78,1
2012-09-05,16,430,0.76,1
2012-09-05,17,863,0.76,1
2012-09-05,18,839,0.76,1
2012-09-05,19,662,0.74,1
2012-09-05,20,412,0.72,1
2012-09-05,21,296,0.72,1
2012-09-05,22,219,0.72,1
2012-09-05,23,150,0.7,1
2012-09-06,0,65,0.7,2
2012-09-06,1,18,0.7,2
2012-09-06,2,8,0.72,1
2012-09-06,3,9,0.7,1
2012-09-06,4,8,0.7,2
2012-09-06,5,38,0.7,2
2012-09-06,6,200,0.7,2
2012-09-06,7,482,0.7,2
2012-09-06,8,646,0.7,3
2012-09-06,9,123,0.66,3
2012-09-06,10,49,0.66,3
2012-09-06,11,62,0.7,3
2012-09-06,12,137,0.72,2
2012-09-06,13,191,0.72,2
2012-09-06,14,216,0.74,1
2012-09-06,15,270,0.74,1
2012-09-06,16,416,0.74,1
2012-09-06,17,808,0.74,1
2012-09-06,18,835,0.72,1
2012-09-06,19,558,0.68,1
2012-09-06,20,406,0.66,1
2012-09-06,21,272,0.64,1
2012-09-06,22,217,0.64,1
2012-09-06,23,169,0.64,1
2012-09-07,0,96,0.64,1
2012-09-07,1,29,0.62,1
2012-09-07,2,11,0.62,1
2012-09-07,3,9,0.62,1
2012-09-07,4,8,0.62,1
2012-09-07,5,40,0.62,1
2012-09-07,6,140,0.62,1
2012-09-07,7,486,0.64,1
2012-09-07,8,719,0.66,1
2012-09-07,9,344,0.7,1
2012-09-07,10,224,0.72,1
2012-09-07,11,296,0.76,1
2012-09-07,12,323,0.78,1
2012-09-07,13,354,0.8,1
2012-09-07,14,253,0.8,1
2012-09-07,15,331,0.8,1
2012-09-07,16,470,0.8,1
2012-09-07,17,772,0.78,1
2012-09-07,18,792,0.76,1
2012-09-07,19,568,0.74,1
2012-09-07,20,391,0.72,1
2012-09-07,21,301,0.7,1
2012-09-07,22,299,0.7,1
2012-09-07,23,248,0.66,1
2012-09-08,0,150,0.66,1
2012-09-08,1,117,0.66,2
2012-09-08,2,77,0.66,1
2012-09-08,3,43,0.66,2
2012-09-08,4,11,0.66,2
2012-09-08,5,15,0.66,2
2012-09-08,6,34,0.66,2
2012-09-08,7,82,0.66,1
2012-09-08,8,230,0.7,1
2012-09-08,9,348,0.7,1
2012-09-08,10,422,0.74,1
2012-09-08,11,578,0.76,1
2012-09-08,12,694,0.8,1
2012-09-08,13,668,0.82,1
2012-09-08,14,626,0.82,1
2012-09-08,15,512,0.56,3
2012-09-08,16,114,0.56,3
2012-09-08,17,171,0.58,3
2012-09-08,18,167,0.58,3
2012-09-08,19,215,0.58,3
2012-09-08,20,194,0.58,2
2012-09-08,21,181,0.6,2
2012-09-08,22,194,0.58,2
2012-09-08,23,133,0.58,2
2012-09-09,0,124,0.56,2
2012-09-09,1,124,0.56,1
2012-09-09,2,96,0.54,1
2012-09-09,3,46,0.54,1
2012-09-09,4,28,0.52,1
2012-09-09,5,55,0.52,1
2012-09-09,6,35,0.52,1
2012-09-09,7,70,0.54,1
2012-09-09,8,170,0.58,1
2012-09-09,9,299,0.62,1
2012-09-09,10,495,0.64,1
2012-09-09,11,585,0.66,1
2012-09-09,12,757,0.66,1
2012-09-09,13,729,0.68,1
2012-09-09,14,647,0.72,1
2012-09-09,15,696,0.72,1
2012-09-09,16,701,0.68,1
2012-09-09,17,671,0.7,1
2012-09-09,18,560,0.66,1
2012-09-09,19,496,0.66,1
2012-09-09,20,356,0.62,1
2012-09-09,21,206,0.6,1
2012-09-09,22,189,0.58,1
2012-09-09,23,92,0.56,1
2012-09-10,0,41,0.56,1
2012-09-10,1,18,0.54,1
2012-09-10,2,17,0.54,1
2012-09-10,3,12,0.52,1
2012-09-10,4,5,0.52,1
2012-09-10,5,40,0.5,1
2012-09-10,6,180,0.5,1
2012-09-10,7,447,0.52,1
2012-09-10,8,730,0.56,1
2012-09-10,9,361,0.6,1
2012-09-10,10,210,0.62,1
2012-09-10,11,236,0.62,1
2012-09-10,12,332,0.64,1
2012-09-10,13,323,0.64,1
2012-09-10,14,340,0.66,1
2012-09-10,15,346,0.66,1
2012-09-10,16,488,0.66,1
2012-09-10,17,871,0.66,1
2012-09-10,18,968,0.62,1
2012-09-10,19,633,0.62,1
2012-09-10,20,390,0.6,1
2012-09-10,21,285,0.56,1
2012-09-10,22,159,0.54,1
2012-09-10,23,93,0.54,1
2012-09-11,0,32,0.52,1
2012-09-11,1,10,0.5,1
2012-09-11,2,6,0.48,1
2012-09-11,3,8,0.48,1
2012-09-11,4,9,0.48,1
2012-09-11,5,44,0.46,1
2012-09-11,6,211,0.46,1
2012-09-11,7,596,0.5,1
2012-09-11,8,750,0.54,1
2012-09-11,9,358,0.6,1
2012-09-11,10,196,0.62,1
2012-09-11,11,247,0.64,1
2012-09-11,12,316,0.64,1
2012-09-11,13,328,0.66,1
2012-09-11,14,255,0.68,1
2012-09-11,15,326,0.7,1
2012-09-11,16,536,0.7,1
2012-09-11,17,970,0.7,1
2012-09-11,18,877,0.64,1
2012-09-11,19,596,0.62,1
2012-09-11,20,461,0.58,1
2012-09-11,21,310,0.56,1
2012-09-11,22,216,0.56,1
2012-09-11,23,109,0.54,1
2012-09-12,0,49,0.52,1
2012-09-12,1,21,0.52,1
2012-09-12,2,11,0.52,1
2012-09-12,3,7,0.5,1
2012-09-12,4,5,0.5,1
2012-09-12,5,48,0.5,1
2012-09-12,6,205,0.5,1
2012-09-12,7,557,0.52,1
2012-09-12,8,770,0.56,1
2012-09-12,9,328,0.6,1
2012-09-12,10,205,0.62,1
2012-09-12,11,232,0.66,1
2012-09-12,12,352,0.68,1
2012-09-12,13,323,0.7,1
2012-09-12,14,278,0.7,1
2012-09-12,15,318,0.72,1
2012-09-12,16,509,0.72,1
2012-09-12,17,925,0.7,1
2012-09-12,18,977,0.66,1
2012-09-12,19,635,0.64,1
2012-09-12,20,470,0.62,1
2012-09-12,21,306,0.6,1
2012-09-12,22,212,0.56,1
2012-09-12,23,127,0.56,1
2012-09-13,0,57,0.56,1
2012-09-13,1,28,0.54,1
2012-09-13,2,9,0.54,1
2012-09-13,3,11,0.52,1
2012-09-13,4,6,0.52,1
2012-09-13,5,57,0.52,1
2012-09-13,6,195,0.5,1
2012-09-13,7,571,0.54,1
2012-09-13,8,758,0.56,1
2012-09-13,9,338,0.6,1
2012-09-13,10,212,0.64,1
2012-09-13,11,254,0.66,1
2012-09-13,12,297,0.68,1
2012-09-13,13,283,0.7,1
2012-09-13,14,274,0.72,1
2012-09-13,15,352,0.72,1
2012-09-13,16,491,0.72,1
2012-09-13,17,884,0.72,1
2012-09-13,18,852,0.68,1
2012-09-13,19,674,0.64,1
2012-09-13,20,463,0.62,1
2012-09-13,21,317,0.62,1
2012-09-13,22,251,0.6,1
2012-09-13,23,170,0.58,1
2012-09-14,0,87,0.56,1
2012-09-14,1,41,0.56,1
2012-09-14,2,30,0.56,1
2012-09-14,3,14,0.54,1
2012-09-14,4,12,0.54,1
2012-09-14,5,41,0.54,1
2012-09-14,6,152,0.54,1
2012-09-14,7,454,0.56,2
2012-09-14,8,766,0.6,2
2012-09-14,9,347,0.62,2
2012-09-14,10,246,0.68,2
2012-09-14,11,280,0.68,2
2012-09-14,12,409,0.7,2
2012-09-14,13,408,0.7,2
2012-09-14,14,371,0.72,2
2012-09-14,15,367,0.72,2
2012-09-14,16,563,0.72,2
2012-09-14,17,894,0.72,1
2012-09-14,18,808,0.72,1
2012-09-14,19,579,0.68,1
2012-09-14,20,404,0.66,1
2012-09-14,21,312,0.64,1
2012-09-14,22,229,0.62,1
2012-09-14,23,195,0.62,1
2012-09-15,0,207,0.6,1
2012-09-15,1,109,0.6,1
2012-09-15,2,93,0.58,1
2012-09-15,3,37,0.6,1
2012-09-15,4,6,0.6,2
2012-09-15,5,16,0.58,1
2012-09-15,6,33,0.54,1
2012-09-15,7,73,0.54,1
2012-09-15,8,212,0.56,1
2012-09-15,9,342,0.6,1
2012-09-15,10,442,0.62,1
2012-09-15,11,627,0.64,1
2012-09-15,12,706,0.66,1
2012-09-15,13,704,0.68,1
2012-09-15,14,715,0.68,1
2012-09-15,15,654,0.68,2
2012-09-15,16,783,0.66,2
2012-09-15,17,729,0.66,2
2012-09-15,18,614,0.64,2
2012-09-15,19,478,0.62,1
2012-09-15,20,330,0.6,1
2012-09-15,21,296,0.56,1
2012-09-15,22,279,0.56,1
2012-09-15,23,229,0.54,1
2012-09-16,0,151,0.54,1
2012-09-16,1,117,0.54,1
2012-09-16,2,89,0.52,1
2012-09-16,3,48,0.5,1
2012-09-16,4,8,0.5,1
2012-09-16,5,13,0.5,1
2012-09-16,6,35,0.5,1
2012-09-16,7,71,0.5,1
2012-09-16,8,128,0.54,1
2012-09-16,9,296,0.58,1
2012-09-16,10,490,0.62,1
2012-09-16,11,559,0.64,1
2012-09-16,12,656,0.66,1
2012-09-16,13,694,0.64,1
2012-09-16,14,635,0.66,1
2012-09-16,15,557,0.64,1
2012-09-16,16,596,0.64,1
2012-09-16,17,570,0.66,1
2012-09-16,18,481,0.62,1
2012-09-16,19,403,0.62,1
2012-09-16,20,324,0.6,1
2012-09-16,21,191,0.6,1
2012-09-16,22,127,0.56,1
2012-09-16,23,94,0.54,1
2012-09-17,0,45,0.54,1
2012-09-17,1,21,0.52,1
2012-09-17,2,13,0.52,1
2012-09-17,3,7,0.5,1
2012-09-17,4,11,0.5,1
2012-09-17,5,45,0.48,1
2012-09-17,6,164,0.48,1
2012-09-17,7,492,0.52,1
2012-09-17,8,683,0.54,1
2012-09-17,9,299,0.58,1
2012-09-17,10,202,0.62,2
2012-09-17,11,252,0.62,2
2012-09-17,12,295,0.62,2
2012-09-17,13,343,0.64,1
2012-09-17,14,332,0.64,2
2012-09-17,15,338,0.64,2
2012-09-17,16,453,0.64,2
2012-09-17,17,842,0.64,2
2012-09-17,18,774,0.62,2
2012-09-17,19,486,0.62,2
2012-09-17,20,340,0.62,2
2012-09-17,21,233,0.62,3
2012-09-17,22,129,0.62,3
2012-09-17,23,70,0.6,3
2012-09-18,0,13,0.6,3
2012-09-18,1,5,0.6,3
2012-09-18,2,4,0.6,3
2012-09-18,3,6,0.62,2
2012-09-18,4,7,0.62,2
2012-09-18,5,48,0.64,2
2012-09-18,6,167,0.64,2
2012-09-18,7,356,0.64,2
2012-09-18,8,672,0.66,2
2012-09-18,9,293,0.66,2
2012-09-18,10,160,0.68,3
2012-09-18,11,151,0.68,2
2012-09-18,12,88,0.68,3
2012-09-18,13,114,0.7,2
2012-09-18,14,143,0.6,3
2012-09-18,15,36,0.6,3
2012-09-18,16,141,0.6,3
2012-09-18,17,338,0.6,3
2012-09-18,18,281,0.6,2
2012-09-18,19,324,0.6,2
2012-09-18,20,290,0.6,2
2012-09-18,21,207,0.6,2
2012-09-18,22,151,0.58,3
2012-09-18,23,78,0.56,2
2012-09-19,0,26,0.56,2
2012-09-19,1,12,0.54,2
2012-09-19,2,3,0.54,2
2012-09-19,3,5,0.52,2
2012-09-19,4,10,0.52,2
2012-09-19,5,56,0.52,2
2012-09-19,6,172,0.52,1
2012-09-19,7,545,0.52,1
2012-09-19,8,797,0.52,1
2012-09-19,9,362,0.54,1
2012-09-19,10,192,0.56,1
2012-09-19,11,247,0.6,1
2012-09-19,12,313,0.6,1
2012-09-19,13,289,0.6,1
2012-09-19,14,286,0.62,1
2012-09-19,15,311,0.62,1
2012-09-19,16,466,0.62,1
2012-09-19,17,886,0.6,1
2012-09-19,18,892,0.58,1
2012-09-19,19,611,0.56,1
2012-09-19,20,409,0.52,1
2012-09-19,21,349,0.5,1
2012-09-19,22,229,0.5,1
2012-09-19,23,123,0.48,1
2012-09-20,0,58,0.5,1
2012-09-20,1,18,0.46,1
2012-09-20,2,11,0.46,1
2012-09-20,3,6,0.44,1
2012-09-20,4,6,0.44,1
2012-09-20,5,56,0.44,1
2012-09-20,6,170,0.44,1
2012-09-20,7,534,0.46,1
2012-09-20,8,790,0.5,1
2012-09-20,9,355,0.56,1
2012-09-20,10,190,0.58,1
2012-09-20,11,243,0.62,1
2012-09-20,12,290,0.62,1
2012-09-20,13,336,0.64,1
2012-09-20,14,298,0.64,1
2012-09-20,15,291,0.66,1
2012-09-20,16,457,0.64,1
2012-09-20,17,976,0.64,1
2012-09-20,18,900,0.6,1
2012-09-20,19,603,0.58,1
2012-09-20,20,417,0.56,1
2012-09-20,21,274,0.56,1
2012-09-20,22,287,0.54,1
2012-09-20,23,154,0.54,1
2012-09-21,0,66,0.54,1
2012-09-21,1,49,0.52,1
2012-09-21,2,14,0.52,1
2012-09-21,3,12,0.5,1
2012-09-21,4,10,0.5,1
2012-09-21,5,49,0.5,1
2012-09-21,6,165,0.5,1
2012-09-21,7,503,0.52,1
2012-09-21,8,757,0.54,1
2012-09-21,9,383,0.58,1
2012-09-21,10,225,0.62,1
2012-09-21,11,321,0.66,1
2012-09-21,12,389,0.68,1
2012-09-21,13,421,0.7,1
2012-09-21,14,412,0.7,1
2012-09-21,15,423,0.7,1
2012-09-21,16,567,0.7,1
2012-09-21,17,846,0.68,1
2012-09-21,18,805,0.66,1
2012-09-21,19,588,0.64,1
2012-09-21,20,369,0.62,1
2012-09-21,21,312,0.6,1
2012-09-21,22,295,0.6,1
2012-09-21,23,186,0.6,1
2012-09-22,0,172,0.6,1
2012-09-22,1,124,0.58,1
2012-09-22,2,83,0.56,1
2012-09-22,3,45,0.56,1
2012-09-22,4,15,0.56,1
2012-09-22,5,17,0.56,1
2012-09-22,6,41,0.56,1
2012-09-22,7,77,0.58,1
2012-09-22,8,218,0.6,1
2012-09-22,9,377,0.64,1
2012-09-22,10,474,0.66,1
2012-09-22,11,626,0.7,1
2012-09-22,12,688,0.72,1
2012-09-22,13,707,0.74,1
2012-09-22,14,654,0.76,1
2012-09-22,15,750,0.74,1
2012-09-22,16,680,0.74,1
2012-09-22,17,646,0.74,1
2012-09-22,18,598,0.72,1
2012-09-22,19,407,0.7,1
2012-09-22,20,325,0.7,1
2012-09-22,21,261,0.64,1
2012-09-22,22,239,0.62,1
2012-09-22,23,171,0.62,1
2012-09-23,0,180,0.62,1
2012-09-23,1,142,0.54,1
2012-09-23,2,95,0.52,1
2012-09-23,3,54,0.48,1
2012-09-23,4,10,0.46,1
2012-09-23,5,6,0.46,1
2012-09-23,6,16,0.44,1
2012-09-23,7,57,0.46,1
2012-09-23,8,175,0.48,1
2012-09-23,9,276,0.5,1
2012-09-23,10,489,0.54,1
2012-09-23,11,570,0.56,1
2012-09-23,12,776,0.56,1
2012-09-23,13,702,0.6,1
2012-09-23,14,666,0.6,1
2012-09-23,15,640,0.6,1
2012-09-23,16,691,0.6,1
2012-09-23,17,723,0.56,1
2012-09-23,18,540,0.54,1
2012-09-23,19,413,0.52,1
2012-09-23,20,252,0.52,1
2012-09-23,21,196,0.52,2
2012-09-23,22,138,0.52,1
2012-09-23,23,100,0.5,2
2012-09-24,0,64,0.46,1
2012-09-24,1,18,0.46,1
2012-09-24,2,8,0.46,2
2012-09-24,3,5,0.46,1
2012-09-24,4,8,0.44,1
2012-09-24,5,37,0.46,1
2012-09-24,6,168,0.46,1
2012-09-24,7,530,0.46,1
2012-09-24,8,750,0.5,1
2012-09-24,9,328,0.52,1
2012-09-24,10,198,0.54,1
2012-09-24,11,238,0.56,1
2012-09-24,12,342,0.56,1
2012-09-24,13,328,0.6,1
2012-09-24,14,303,0.6,1
2012-09-24,15,300,0.6,1
2012-09-24,16,516,0.58,1
2012-09-24,17,898,0.58,1
2012-09-24,18,853,0.54,1
2012-09-24,19,590,0.52,1
2012-09-24,20,432,0.52,1
2012-09-24,21,256,0.5,1
2012-09-24,22,172,0.5,1
2012-09-24,23,94,0.46,1
2012-09-25,0,64,0.46,1
2012-09-25,1,13,0.44,1
2012-09-25,2,14,0.42,1
2012-09-25,3,5,0.42,1
2012-09-25,4,9,0.42,1
2012-09-25,5,47,0.42,1
2012-09-25,6,194,0.44,1
2012-09-25,7,556,0.44,1
2012-09-25,8,805,0.48,1
2012-09-25,9,409,0.54,1
2012-09-25,10,170,0.56,1
2012-09-25,11,218,0.6,1
2012-09-25,12,302,0.62,1
2012-09-25,13,305,0.64,1
2012-09-25,14,293,0.66,1
2012-09-25,15,303,0.66,1
2012-09-25,16,495,0.66,1
2012-09-25,17,967,0.66,1
2012-09-25,18,822,0.64,1
2012-09-25,19,539,0.62,1
2012-09-25,20,425,0.6,1
2012-09-25,21,297,0.6,1
2012-09-25,22,188,0.6,1
2012-09-25,23,98,0.6,1
2012-09-26,0,40,0.58,1
2012-09-26,1,29,0.58,1
2012-09-26,2,17,0.58,2
2012-09-26,3,10,0.58,2
2012-09-26,4,14,0.56,1
2012-09-26,5,36,0.56,1
2012-09-26,6,182,0.54,1
2012-09-26,7,532,0.54,1
2012-09-26,8,838,0.56,1
2012-09-26,9,334,0.6,1
2012-09-26,10,185,0.6,1
2012-09-26,11,227,0.64,1
2012-09-26,12,316,0.68,1
2012-09-26,13,340,0.7,1
2012-09-26,14,277,0.74,1
2012-09-26,15,300,0.74,1
2012-09-26,16,468,0.74,1
2012-09-26,17,953,0.74,1
2012-09-26,18,884,0.74,1
2012-09-26,19,627,0.7,1
2012-09-26,20,434,0.66,1
2012-09-26,21,360,0.66,1
2012-09-26,22,215,0.62,3
2012-09-26,23,115,0.6,2
2012-09-27,0,65,0.6,1
2012-09-27,1,21,0.6,1
2012-09-27,2,16,0.6,1
2012-09-27,3,7,0.6,1
2012-09-27,4,8,0.56,1
2012-09-27,5,66,0.58,1
2012-09-27,6,169,0.56,1
2012-09-27,7,558,0.6,1
2012-09-27,8,794,0.62,1
2012-09-27,9,335,0.66,1
2012-09-27,10,208,0.7,2
2012-09-27,11,294,0.72,2
2012-09-27,12,335,0.74,2
2012-09-27,13,326,0.74,2
2012-09-27,14,258,0.76,2
2012-09-27,15,296,0.76,2
2012-09-27,16,472,0.72,2
2012-09-27,17,905,0.66,2
2012-09-27,18,899,0.66,2
2012-09-27,19,559,0.66,1
2012-09-27,20,457,0.64,2
2012-09-27,21,253,0.62,3
2012-09-27,22,47,0.62,3
2012-09-27,23,45,0.62,3
2012-09-28,0,17,0.6,3
2012-09-28,1,13,0.6,3
2012-09-28,2,10,0.6,3
2012-09-28,3,7,0.6,2
2012-09-28,4,12,0.56,3
2012-09-28,5,38,0.56,1
2012-09-28,6,138,0.56,2
2012-09-28,7,394,0.56,2
2012-09-28,8,705,0.6,1
2012-09-28,9,426,0.62,2
2012-09-28,10,245,0.64,2
2012-09-28,11,361,0.66,2
2012-09-28,12,380,0.7,2
2012-09-28,13,410,0.7,2
2012-09-28,14,399,0.7,2
2012-09-28,15,392,0.68,2
2012-09-28,16,502,0.66,2
2012-09-28,17,808,0.66,2
2012-09-28,18,667,0.64,2
2012-09-28,19,508,0.62,3
2012-09-28,20,336,0.6,3
2012-09-28,21,237,0.6,3
2012-09-28,22,220,0.58,2
2012-09-28,23,190,0.56,2
2012-09-29,0,149,0.54,1
2012-09-29,1,101,0.54,1
2012-09-29,2,92,0.54,2
2012-09-29,3,29,0.52,2
2012-09-29,4,14,0.52,1
2012-09-29,5,15,0.5,1
2012-09-29,6,37,0.5,1
2012-09-29,7,73,0.48,1
2012-09-29,8,211,0.5,1
2012-09-29,9,332,0.5,1
2012-09-29,10,472,0.54,1
2012-09-29,11,663,0.56,1
2012-09-29,12,682,0.62,1
2012-09-29,13,686,0.62,1
2012-09-29,14,750,0.6,1
2012-09-29,15,727,0.6,1
2012-09-29,16,722,0.62,1
2012-09-29,17,712,0.6,1
2012-09-29,18,594,0.56,1
2012-09-29,19,470,0.52,1
2012-09-29,20,315,0.52,1
2012-09-29,21,292,0.52,1
2012-09-29,22,221,0.5,1
2012-09-29,23,196,0.5,1
2012-09-30,0,147,0.5,1
2012-09-30,1,116,0.5,1
2012-09-30,2,92,0.48,1
2012-09-30,3,58,0.46,1
2012-09-30,4,7,0.46,1
2012-09-30,5,10,0.44,1
2012-09-30,6,22,0.44,1
2012-09-30,7,57,0.44,1
2012-09-30,8,144,0.48,1
2012-09-30,9,285,0.52,1
2012-09-30,10,479,0.58,1
2012-09-30,11,591,0.6,1
2012-09-30,12,680,0.62,1
2012-09-30,13,594,0.62,1
2012-09-30,14,612,0.62,1
2012-09-30,15,649,0.64,1
2012-09-30,16,648,0.64,1
2012-09-30,17,575,0.62,1
2012-09-30,18,401,0.52,1
2012-09-30,19,257,0.5,3
2012-09-30,20,194,0.5,3
2012-09-30,21,123,0.5,1
2012-09-30,22,91,0.48,1
2012-09-30,23,57,0.48,1
2012-10-01,0,45,0.46,1
2012-10-01,1,18,0.44,1
2012-10-01,2,12,0.46,1
2012-10-01,3,7,0.44,1
2012-10-01,4,10,0.42,1
2012-10-01,5,36,0.44,1
2012-10-01,6,155,0.44,1
2012-10-01,7,483,0.44,1
2012-10-01,8,784,0.46,2
2012-10-01,9,340,0.52,2
2012-10-01,10,179,0.54,1
2012-10-01,11,272,0.58,1
2012-10-01,12,323,0.6,2
2012-10-01,13,305,0.6,2
2012-10-01,14,244,0.6,2
2012-10-01,15,329,0.62,2
2012-10-01,16,459,0.62,2
2012-10-01,17,856,0.56,3
2012-10-01,18,613,0.56,3
2012-10-01,19,516,0.54,2
2012-10-01,20,262,0.54,3
2012-10-01,21,218,0.54,2
2012-10-01,22,207,0.54,3
2012-10-01,23,105,0.54,3
2012-10-02,0,31,0.56,2
2012-10-02,1,11,0.54,2
2012-10-02,2,2,0.54,2
2012-10-02,3,5,0.54,2
2012-10-02,4,10,0.56,2
2012-10-02,5,43,0.56,2
2012-10-02,6,179,0.58,3
2012-10-02,7,260,0.58,3
2012-10-02,8,134,0.6,3
2012-10-02,9,86,0.58,3
2012-10-02,10,45,0.58,3
2012-10-02,11,99,0.58,3
2012-10-02,12,104,0.6,2
2012-10-02,13,154,0.6,2
2012-10-02,14,163,0.6,3
2012-10-02,15,209,0.62,3
2012-10-02,16,374,0.62,3
2012-10-02,17,715,0.62,3
2012-10-02,18,687,0.62,3
